source,target,uid
"19,7,129,12,54,383,4,2","40,240,9,22,212,119,2267,4,2",7713
"5,6,280,4,2","5,6,868,4,2",1320
"5,6,995,57,2494,2495,4,2","5,4193,19,4194,9,4195,4,2",8032
"5,6,21,12,72,497,13,1809,4,2","5,35,4182,19,4183,4,2",7980
"5,6,454,4,2","5,851,4,2",338
"17,9,10,47,16,464,4,2","23,232,7,70,9,22,265,4,2",7697
"11,9,10,29,77,4,2","10,42,7,16,22,140,4,2",2314
"8,7,10,21,302,123,4,2","8,984,7,86,397,4,2",9054
"19,7,370,12,284,42,15,256,4,2","34,29,2881,16,537,46,244,4,2",11848
"5,6,175,50,4,2","5,6,265,9,1590,4,2",1359
"5,6,2168,27,153,4,2","37,167,3410,4,2",3098
"5,6,26,5,6,466,8,29,101,4,2","5,6,47,9,8,526,71,121,4,2",10582
"14,7,1309,41,4,2","13,21,17,38,9,13,17,3432,4,2",3221
"5,6,297,12,83,8,4,2","5,1727,9,52,103,45,2",4860
"8,7,149,111,69,96,4,2","12,20,16,22,208,407,87,323,4,2",9014
"11,9,1247,4,2","10,14,2990,4,2",520
"11,9,10,20,4,2","10,42,7,16,1008,4,2",524
"5,6,910,4,2","37,143,4,2",314
"8,7,18,290,4,2","12,20,26,1066,4,2",2845
"11,9,13,18,157,437,4,2","27,19,512,26,1091,4,2",6447
"5,6,10,21,12,2491,4,2","5,11,35,7,4189,4,2",8000
"5,6,1237,86,2","5,1948,45,2",162
"5,6,58,50,121,4,2","5,6,60,26,97,149,4,2",6148
"8,7,24,548,4,2","8,15,41,657,4,2",2095
"19,7,45,493,20,1089,538,20,1982,4,2","34,29,16,1825,160,16,1264,25,160,16,2845,4,2",11699
"8,7,18,445,4,2","8,15,26,1425,4,2",7846
"8,7,18,299,4,2","8,15,56,1532,4,2",2837
"5,6,21,12,54,38,301,4,2","5,35,1122,16,22,766,4,2",5536
"8,7,10,647,646,1202,4,2","8,11,4678,135,7,556,4,2",10421
"19,7,429,142,4,2","40,768,17,183,4,2",6728
"5,6,93,16,8,743,4,2","5,6,163,9,8,25,48,2396,4,2",5627
"19,7,370,12,284,42,15,256,4,2","33,29,40,67,29,2882,16,537,46,244,4,2",11851
"5,6,428,4,2","5,6,1543,4,2",631
"17,9,205,13,176,130,4,2","27,31,126,128,86,716,4,2",8090
"8,7,13,35,398,22,7,10,8,43,2","12,20,111,1336,25,77,7,50,2",10108
"5,6,68,12,207,1400,4,2","5,6,2506,16,32,1811,4,2",7091
"5,6,179,4,2","5,6,532,4,2",90
"8,7,178,4,2","12,20,17,181,4,2",500
"8,7,18,290,4,2","8,15,56,1066,4,2",2858
"8,7,40,828,4,2","8,15,44,2183,4,2",2780
"14,7,227,29,128,605,74,4,2","13,1581,120,164,605,4,2",9368
"5,6,325,30,224,4,2","5,6,296,9,58,4,2",9253
"8,7,330,12,1839,33,4,2","12,1868,16,32,64,70,4,2",8587
"5,6,57,832,1238,89,4,2","5,6,31,122,624,1950,4,2",9561
"19,7,218,4,2","34,29,477,4,2",1065
"19,7,53,219,33,4,2","34,92,955,101,263,39,4,2",6722
"5,6,438,88,30,67,4,2","88,69,207,790,4,2",4278
"5,6,1078,4,2","5,11,6,7,3075,4,2",1033
"8,7,950,4,2","8,15,2178,4,2",2754
"11,9,28,202,28,13,1744,4,2","10,14,56,109,19,2460,4,2",7370
"8,7,38,15,2219,4,2","8,15,90,22,3559,4,2",4001
"14,7,10,1623,4,2","13,11,21,7,36,3436,4,2",3238
"11,9,10,92,11,100,12,54,4,2","10,42,30,33,84,573,971,4,2",8639
"5,6,10,18,481,4,2","5,11,6,7,26,853,4,2",4975
"8,7,66,553,4,2","12,63,7,19,858,4,2",2178
"5,6,306,24,98,4,2","5,6,17,38,9,339,41,117,4,2",4831
"8,7,238,50,4,2","8,15,238,222,4,2",5831
"5,6,10,263,42,25,4,2","5,11,224,7,9,65,4,2",8019
"14,7,221,181,4,2","66,19,236,3529,4,2",3837
"8,7,600,4,2","12,20,1524,4,2",1676
"11,9,543,88,12,72,12,365,4,2","10,1186,9,450,4559,84,725,134,16,426,4,2",9885
"5,6,315,12,3006,24,3007,4,2","925,28,2782,41,5088,4,2",11810
"8,7,15,579,5,629,4,2","759,250,14,28,8,18,5,6,886,4,2",7324
"8,7,176,4,2","8,15,413,4,2",1205
"5,6,143,16,801,8,39,16,588,353,4,2","5,1020,16,8,335,521,19,9,194,369,4,2",12030
"5,6,37,5,171,8,4,2","5,6,148,9,8,82,609,4,2",6046
"11,9,1610,648,4,2","10,1654,902,4,2",2932
"8,7,18,274,4,2","8,15,26,518,4,2",7822
"8,7,247,4,2","12,20,463,4,2",472
"5,6,85,32,23,24,342,4,2","5,24,78,28,79,333,4,2",8761
"5,6,10,13,1904,2689,131,4,2","5,11,32,6,7,1162,16,2740,28,2740,4,2",9969
"8,7,48,408,4,2","8,15,49,1060,45,2",2227
"8,7,105,32,700,4,2","8,15,17,142,33,810,4,2",7746
"5,6,63,123,12,583,4,2","5,6,86,107,28,451,19,695,4,2",6602
"5,6,416,92,8,206,4,2","5,321,33,18,12,17,583,4,2",7456
"5,6,324,42,51,571,4,2","5,6,1444,89,112,437,4,2",9900
"11,9,13,760,661,4,2","10,14,2383,4,2",5364
"14,7,15,165,4,2","13,21,48,763,4,2",1992
"8,7,110,4,2","8,15,340,4,2",3295
"8,7,52,74,236,22,53,43,2","8,15,48,380,9,62,25,77,7,50,2",9021
"11,9,24,169,4,2","10,51,41,200,4,2",279
"5,6,122,16,32,443,4,2","88,69,207,9,33,636,4,2",5634
"11,9,200,46,33,4,2","10,14,30,202,18,39,4,2",4799
"5,6,37,619,586,33,4,2","5,6,201,18,394,283,817,4000,4,2",6985
"11,9,676,13,188,4,2","10,1344,31,193,4,2",4165
"8,7,10,288,31,4,2","12,63,7,22,934,54,4,2",6817
"8,7,13,110,2622,4,2","12,20,19,340,4454,4,2",9388
"5,6,77,4,2","5,6,120,39,4,2",32
"8,7,40,555,4,2","12,20,44,1029,4,2",2256
"14,7,1075,4,2","13,21,874,4,2",2020
"5,6,26,24,118,9,55,4,2","5,6,47,25,41,144,14,1244,4,2",8051
"5,6,10,25,179,4,2","5,11,6,7,49,3507,4,2",3717
"11,9,462,155,108,13,35,375,4,2","10,51,9,22,212,178,31,49,111,953,4,2",11497
"5,6,100,12,80,1994,76,24,441,4,2","5,6,216,16,108,4994,9,91,403,4,2",11560
"8,7,15,287,89,5,1483,12,83,31,4,2","8,15,22,724,122,18,5,5170,103,54,4,2",12017
"5,6,416,8,12,311,33,584,8,499,4,2","5,52,321,9,32,196,995,12,52,203,4,2",11414
"8,7,58,458,4,2","8,15,60,3897,4,2",6348
"5,6,40,50,12,352,4,296,8,352,43,2","5,6,44,97,28,302,4,4992,302,50,2",11558
"8,7,18,218,4,2","8,15,26,911,4,2",3913
"5,6,37,8,389,41,4,2","5,6,148,18,8,1373,632,4,2",5531
"5,6,1579,4,2","5,11,6,7,328,4,2",1900
"8,7,2544,23,2545,4,2","76,4287,14,4288,4,2",8529
"14,7,79,50,4,2","13,2303,16,2304,4,2",4516
"8,7,238,131,4,2","12,136,238,233,4,2",6296
"8,7,154,15,752,4,2","8,15,2306,567,4,2",4616
"11,9,13,84,16,2297,4,2","27,19,125,448,4,2",5370
"14,7,10,772,773,207,41,4,2","65,110,7,24,64,4,2",6752
"17,9,879,315,1938,4,2","23,1131,1150,36,2791,4,2",10628
"5,6,27,53,4,2","5,35,68,4,2",915
"5,6,161,496,30,52,4,2","5,946,68,62,4,2",8934
"8,7,18,517,4,2","8,15,26,1572,4,2",5891
"5,6,10,58,60,4,2","5,11,6,7,60,177,4,2",4349
"17,9,35,29,271,4,2","23,14,111,17,276,4,2",5102
"5,6,424,4,2","5,6,17,38,9,339,4,2",190
"8,7,15,165,4,2","12,20,24,217,4,2",2241
"8,7,10,13,552,4,2","12,63,7,19,667,4,2",5234
"8,7,18,189,4,2","12,20,26,693,4,2",5355
"17,9,100,12,227,88,27,281,4,2","23,14,2834,16,1917,235,22,317,4,2",11051
"8,7,18,189,4,2","8,15,603,9,363,4,2",5359
"5,6,10,104,94,4,2","5,11,6,7,66,293,4,2",4340
"8,7,18,167,4,2","12,20,26,202,4,2",3485
"8,7,21,12,44,12,59,168,46,25,4,2","10,110,8,1195,64,219,18,65,4,2",11914
"5,6,66,725,4,2","5,11,6,7,19,755,4,2",976
"5,6,18,733,4,2","5,6,26,16,631,4,2",5062
"5,6,10,646,23,32,4,2","5,11,35,7,1006,28,65,4,2",6581
"5,6,34,16,67,332,4,2","5,6,75,9,81,316,4,2",6946
"14,7,15,287,4,2","13,21,48,2085,4,2",1589
"11,9,13,84,16,2296,4,2","27,19,125,209,4,2",5369
"17,9,61,23,13,168,114,4,2","23,176,19,217,421,4,2",9745
"8,7,15,71,62,5,44,4,2","12,20,24,118,106,18,590,4,2",9465
"8,7,387,28,202,28,33,4,2","12,20,102,208,30,56,18,39,4,2",9397
"11,9,24,63,62,4,2","27,41,1261,106,4,2",4150
"5,6,65,68,12,75,8,4,2","5,1882,458,12,310,4,2",9140
"17,9,65,368,42,233,538,310,4,2","23,92,816,57,275,175,1912,275,454,4,2",12092
"8,7,18,201,4,2","8,15,26,535,4,2",3320
"5,6,26,12,44,502,8,4,2","5,6,72,9,8,82,1448,45,2",9662
"11,9,13,1016,69,404,4,2","27,19,1858,87,19,439,4,2",8234
"14,7,10,104,4,2","13,11,21,7,1076,4,2",3189
"5,6,2051,4,2","37,24,167,46,668,4,2",585
"8,7,10,15,71,39,70,1047,25,138,4,2","8,43,7,24,118,16,1198,133,4,2",11870
"11,9,38,2232,380,4,2","10,14,9,893,4,2",4201
"5,6,147,8,355,10,171,4,2","5,6,722,493,11,8,817,7,685,4,2",10610
"5,6,13,141,179,4,2","5,6,19,98,1525,4,2",3625
"5,6,26,12,711,8,48,390,4,2","5,6,47,9,8,723,49,386,4,2",10299
"5,6,10,116,310,465,4,2","5,11,6,7,109,48,431,563,4,2",7586
"8,7,820,4,2","8,15,3256,4,2",2127
"5,6,756,46,8,4,2","5,6,30,359,18,8,4,2",5483
"5,6,10,34,42,32,4,2","5,11,6,7,75,9,65,4,2",6595
"14,7,61,23,57,2021,30,222,3074,4,2","13,5192,19,2901,53,102,5193,4,2",12075
"5,6,184,30,24,106,4,2","5,6,17,38,9,278,53,91,162,4,2",8413
"11,9,10,268,12,392,13,188,4,2","10,14,61,4159,776,31,193,4,2",7901
"11,9,2598,16,1508,182,4,2","10,14,762,9,4397,4398,4,2",9091
"8,7,454,86,2","8,32,254,395,45,2",1655
"11,9,13,1434,830,4,2","27,19,2600,4,2",8276
"17,9,222,140,190,46,81,4,2","23,51,102,137,9,30,18,93,4,2",9747
"19,7,345,106,4,2","40,29,9,596,330,4,2",6217
"8,7,18,850,4,2","8,15,56,2315,4,2",4682
"5,6,80,1730,1731,4,2","5,6,3855,17,2429,4,2",6024
"5,6,341,42,51,571,4,2","5,6,399,28,112,437,4,2",9141
"11,9,721,22,9,10,11,43,2","10,14,2318,25,7,315,50,2",4729
"17,9,18,1876,69,481,4,2","23,14,60,2016,87,1010,4,2",10867
"14,7,60,465,4,2","13,21,36,563,435,4,2",3826
"5,6,68,12,72,4,2","5,6,139,16,131,134,4,2",1872
"17,9,13,18,96,130,4,2","27,31,281,128,4,2",6653
"5,6,56,406,55,4,2","5,11,78,18,455,19,695,9,1731,4,2",4912
"5,6,314,16,15,1449,4,2","5,6,516,9,22,1445,4,2",8748
"14,7,10,262,4,2","13,11,21,7,1252,4,2",3248
"8,7,40,606,4,2","8,15,44,3282,4,2",2248
"14,7,27,266,4,2","13,21,80,689,4,2",4487
"17,9,56,13,156,4,2","33,42,423,156,4,2",3770
"5,6,18,462,4,2","37,22,2121,4,2",3746
"14,7,61,23,13,62,16,2814,4,2","13,1886,362,9,614,162,4,2",10900
"11,9,40,179,12,352,77,4,2","10,14,44,531,28,302,2666,120,93,4,2",9108
"14,7,27,482,4,2","13,21,80,16,22,1269,4,2",3203
"5,6,908,4,2","5,6,1953,4,2",211
"5,6,10,1067,4,2","5,11,6,7,3010,4,2",605
"11,9,1160,20,15,2338,4,2","10,14,17,484,9,22,2424,4,2",5948
"19,7,238,1818,4,2","34,29,238,4207,4,2",8111
"11,9,97,23,8,29,77,4,2","10,648,120,93,4,2",8674
"11,9,13,953,2154,4,2","27,19,3379,9,1070,4,2",2911
"14,7,1582,4,2","13,21,1624,4,2",2017
"5,6,26,5,59,10,44,24,691,30,33,4,2","47,25,5,123,7,79,699,53,39,4,2",11544
"14,7,1583,4,2","13,21,3232,4,2",2021
"5,6,133,12,54,15,39,406,8,4,2","5,6,460,108,199,67,1882,4,2",11440
"5,6,10,21,12,1186,41,4,2","5,11,35,7,131,4113,4,2",7582
"5,6,68,23,24,145,1906,4,2","5,6,139,28,41,367,2743,4,2",10003
"11,9,42,550,4,2","10,51,559,659,137,4,2",3532
"8,7,18,469,4,2","8,15,56,2412,4,2",5872
"11,9,119,308,46,52,4,2","10,14,141,30,126,18,62,4,2",7920
"14,7,2057,4,2","13,21,3028,4,2",720
"5,6,85,41,20,1852,16,8,4,2","5,24,78,2636,55,4,2",8760
"5,6,10,35,29,1949,374,4,2","2808,48,337,42,7,41,56,4,2",10801
"5,6,186,16,367,4,2","37,192,9,805,4,2",5503
"11,9,92,14,273,13,564,2936,4,2","10,14,33,18,13,1871,19,4979,4980,4,2",11504
"14,7,328,266,465,45,4,2","13,21,223,36,563,186,769,4,2",10904
"5,6,10,63,4,2","5,11,6,7,114,4,2",349
"8,7,48,197,4,2","12,20,95,406,45,2",3312
"5,6,394,4,2","5,6,593,4,2",124
"8,7,720,22,7,10,8,43,2","12,20,209,25,77,7,50,2",8216
"5,6,10,35,29,1949,374,4,2","5,11,6,7,83,28,2808,48,337,4,2",10800
"5,6,10,724,161,4,2","5,11,1349,7,68,4,2",5608
"14,7,20,365,4,2","13,21,16,22,896,4,2",2608
"5,6,80,1129,4,2","116,245,2232,4,2",3640
"5,6,183,13,660,16,353,154,4,2","5,354,17,379,28,353,369,4,2",10034
"14,7,27,61,113,12,36,152,4,2","13,13,1929,9,76,942,4,2",11768
"8,7,80,512,4,2","12,20,406,4,2",3954
"5,6,1251,4,2","5,6,17,38,9,32,1986,4,2",572
"14,7,20,1540,4,2","13,21,3086,4,2",1115
"5,6,927,4,2","5,6,2066,4,2",1372
"11,9,57,491,437,4,2","27,19,512,9,449,4,2",5911
"8,7,18,260,4,2","8,15,56,1509,4,2",3493
"5,6,20,138,153,24,474,4,2","88,1792,7,91,872,4,2",6541
"19,7,147,4,2","40,29,1285,4,2",3179
"8,7,40,838,4,2","8,15,44,2218,4,2",3435
"11,9,42,12,269,4,2","10,14,90,24,253,9,220,4,2",3533
"8,7,277,4,2","8,15,17,38,9,740,4,2",1179
"14,7,21,1299,4,2","13,13,549,16,2165,4,2",2601
"5,6,10,957,4,2","5,11,6,7,1316,4,2",3055
"19,7,27,24,2840,1965,4,2","33,29,80,91,422,4831,4,2",11054
"5,6,10,34,5,688,4,2","5,11,6,7,75,119,385,4,2",4964
"5,6,26,22,91,8,285,12,166,4,2","5,6,72,25,129,8,815,165,4,2",10318
"5,6,174,42,8,4,2","5,6,218,9,8,4,2",4272
"5,6,18,49,20,1609,4,2","5,6,26,73,17,2191,4,2",7948
"8,7,64,103,4,2","12,20,66,126,4,2",4035
"17,9,67,62,4,2","23,14,81,151,4,2",3123
"5,6,115,42,41,4,2","133,932,4,2",5065
"11,9,13,210,69,13,585,945,4,2","10,14,1063,87,188,5061,4,2",11722
"14,7,10,106,125,4,2","13,11,21,30,162,4,2",7736
"8,7,48,943,4,2","8,15,49,1634,4,2",4023
"14,7,10,2286,4,2","13,11,21,7,36,3733,4,2",5188
"8,7,24,118,4,2","12,20,41,144,4,2",3309
"5,6,64,193,475,16,67,4,2","5,6,66,17,147,16,821,790,4,2",9682
"11,9,65,428,4,2","10,14,57,139,4,2",5378
"5,6,10,105,22,6,5,43,2","5,11,6,7,17,142,25,77,7,50,2",3710
"8,7,1244,4,2","152,1964,4,2",1673
"19,7,20,15,1128,4,2","40,29,71,1333,4,2",5714
"5,6,18,204,4,2","5,6,26,236,4,2",1469
"8,7,10,15,71,39,30,32,256,4,2","8,43,7,48,303,53,33,244,4,2",11786
"5,6,47,25,8,78,158,298,4,2","5,127,18,12,4757,4,2",10745
"5,6,21,12,363,13,319,32,883,4,2","5,35,141,297,259,190,4,2",11111
"8,7,1175,24,1760,4,2","12,32,3971,22,538,4,2",6783
"11,9,938,16,15,1361,313,4,2","10,14,1055,9,1308,9,1146,4,2",10702
"5,6,21,12,2487,41,4,2","5,35,131,4184,66,31,208,4,2",7984
"17,9,520,16,2355,4,2","23,14,681,9,3872,4,2",6185
"14,7,90,4,2","13,21,303,4,2",417
"19,7,268,12,1149,4,2","34,29,2359,9,572,4,2",5118
"8,7,108,13,136,86,2","8,15,19,9,194,1664,45,2",4558
"5,6,36,1351,726,4,2","5,6,94,30,107,2352,4,2",5070
"5,6,10,217,4,2","5,11,6,7,600,4,2",613
"17,9,853,140,190,46,5,6,4,2","23,14,954,137,30,623,18,39,4,2",10075
"8,7,10,18,35,4,2","8,43,7,26,391,4,2",5294
"5,6,79,50,16,32,4,2","65,32,4096,4,2",7496
"8,7,827,4,2","12,20,2182,4,2",2772
"11,9,13,2090,240,4,2","10,14,764,275,3176,686,4,2",1721
"5,6,61,113,12,472,82,8,4,2","2865,82,9,334,368,4,2",11530
"17,9,168,29,41,46,5,6,4,2","23,14,694,16,65,18,5,11,24,6,4,2",8971
"5,6,15,1559,4,2","5,6,24,2071,4,2",1453
"8,7,176,4,2","12,20,1257,4,2",1204
"5,6,26,99,32,9,13,197,1046,4,2","5,6,47,49,27,31,1134,406,4,2",11434
"17,9,693,13,157,373,4,2","23,51,1378,31,274,372,4,2",5683
"11,9,1806,29,1807,4,2","10,14,788,155,959,1804,4,2",7925
"5,6,723,4,2","5,6,1548,4,2",641
"17,9,231,1159,1776,4,2","23,191,9,1814,16,4034,4,2",7174
"8,7,265,124,22,7,10,8,43,2","8,8,4739,16,171,25,206,50,2",10669
"14,7,21,1073,4,2","13,21,17,38,483,1338,4,2",3850
"5,6,26,42,287,281,4,2","5,6,47,71,248,9,22,317,724,4,2",8040
"8,7,27,171,4,2","8,15,59,609,4,2",3944
"5,6,15,382,4,2","5,6,24,473,4,2",658
"11,9,97,23,8,29,77,4,2","10,648,120,13,4,2",8675
"17,9,492,15,1495,509,1485,4,2","23,1119,48,2085,2772,4998,4,2",11568
"14,7,237,4,2","13,21,2244,4,2",3847
"11,9,38,51,138,4,2","10,14,17,476,4,2",1743
"17,9,42,24,169,4,2","23,51,16,98,336,41,200,4,2",4422
"5,6,21,12,398,23,8,4,2","5,35,1390,28,8,4,2",7538
"17,9,1102,15,1015,4,2","23,14,17,38,9,1625,22,1813,4,2",7167
"5,6,21,12,83,52,4,2","5,35,103,62,4,2",4889
"5,6,10,1271,4,2","5,11,6,7,2069,4,2",1412
"8,7,13,35,89,4,2","8,15,31,111,128,4,2",5766
"14,7,149,609,4,2","13,21,80,102,1622,4,2",4501
"5,6,68,12,166,45,4,2","5,6,139,16,165,100,4,2",6141
"14,7,428,12,207,394,2888,4,2","13,21,415,16,270,36,1190,2147,4,2",11219
"8,7,580,419,22,7,10,8,43,2","12,4900,25,7,315,50,2",11232
"5,6,251,12,8,4,2","5,8,3688,4,2",4914
"11,9,484,16,51,1370,4,2","10,14,903,61,154,4466,4,2",9487
"5,6,37,12,83,8,7,49,4,2","5,32,104,9,8,103,73,4,2",8786
"5,6,63,123,12,207,24,254,1043,4,2","5,6,86,107,28,270,91,757,1190,4,2",11538
"19,7,580,1833,4,2","34,2616,4,2",8495
"8,7,18,470,4,2","12,20,56,936,4,2",5338
"17,9,230,30,67,109,535,4,2","112,299,574,93,1142,4,2",10374
"14,7,104,45,4,2","13,21,223,1076,4,2",3228
"8,7,10,419,121,4,2","12,63,7,55,135,25,149,4,2",7809
"5,6,214,24,605,135,4,2","5,4418,41,605,166,4,2",9158
"5,6,137,12,592,170,4,2","698,630,398,4,2",8708
"5,6,37,8,640,12,185,4,2","5,32,104,18,8,8,291,2641,16,257,4,2",8802
"5,6,10,35,29,32,4,2","5,11,6,7,83,16,65,4,2",4943
"5,6,438,88,30,32,639,4,2","88,69,207,9,33,117,4,2",8764
"11,9,13,830,4,2","10,14,1309,4,2",2910
"5,6,82,936,4,2","5,241,9,1050,4,2",2346
"5,6,205,262,4,2","5,6,26,772,4,2",3091
"14,7,27,306,98,4,2","13,1236,59,46,117,4,2",6259
"5,6,15,2006,23,32,2007,4,2","5,6,24,2880,9,130,5100,4,2",11842
"8,7,64,383,4,2","12,20,57,1069,4,2",4028
"8,7,431,4,2","12,20,272,9,417,4,2",4015
"5,6,10,300,16,25,4,2","5,96,6,7,548,4,2",7565
"11,9,51,2254,1145,4,2","10,14,3649,16,1678,4,2",4738
"5,6,49,23,8,149,4,2","5,6,148,28,8,102,4,2",6062
"5,6,10,29,27,50,4,2","5,11,6,7,46,58,97,4,2",4931
"5,6,21,12,285,194,112,173,4,2","5,35,82,318,9,30,347,4,2",10513
"5,6,26,99,5,334,8,4,2","5,6,47,49,5,322,381,4,2",8883
"8,7,1625,4,2","8,8,3449,68,4,2",3332
"5,6,21,12,166,39,281,151,4,2","5,35,165,31,317,30,273,4,2",10782
"11,9,247,4,2","10,14,1201,4,2",139
"8,7,707,12,15,708,4,2","8,1465,36,1148,4,2",9435
"5,6,438,88,30,170,4,2","88,69,207,9,398,4,2",6523
"8,7,15,107,169,28,24,340,4,2","12,136,24,135,200,18,41,295,4,2",9466
"8,7,18,255,4,2","8,15,26,811,4,2",6365
"5,6,10,34,42,41,4,2","5,96,6,7,75,4,2",5609
"19,7,208,369,45,20,15,1232,309,4,2","34,2895,100,61,22,1498,4,2",11956
"5,6,10,664,4,2","5,11,6,7,773,4,2",2458
"5,6,10,68,4,2","5,11,6,7,139,4,2",1001
"8,7,18,260,4,2","12,20,56,1327,4,2",3503
"8,7,40,555,4,2","8,15,44,3285,4,2",2255
"5,6,196,13,439,4,2","5,6,17,38,9,327,31,427,4,2",5481
"5,6,64,350,245,4,2","5,78,66,41,2545,4,2",7647
"5,6,663,4,2","5,6,880,611,4,2",1899
"8,7,64,383,4,2","8,15,57,2266,4,2",4030
"8,7,15,228,4,2","27,55,24,30,114,4,2",3414
"5,6,20,24,1137,4,2","5,6,17,2287,4,2",4297
"8,7,10,406,4,2","8,1695,7,4,2",3995
"14,7,10,21,12,207,41,20,98,4,2","116,11,1398,7,16,1403,16,428,4,2",10903
"8,7,10,21,12,59,41,22,7,8,43,2","8,984,7,24,64,25,77,7,50,2",10934
"5,6,47,25,8,78,158,298,4,2","5,127,18,12,52,4756,4,2",10744
"8,7,63,4,2","8,15,850,4,2",252
"14,7,1562,4,2","13,21,3153,4,2",1567
"14,7,27,338,4,2","13,13,1529,80,4,2",2003
"17,9,35,29,565,4,2","23,14,111,17,1383,4,2",6662
"17,9,60,705,23,15,531,4,2","23,14,177,16,528,24,424,4,2",10860
"8,7,178,4,2","8,15,17,181,4,2",501
"8,7,1565,4,2","12,20,2091,4,2",1620
"5,6,297,23,13,960,86,2","79,274,28,31,1077,45,2",4858
"11,9,13,96,89,4,2","10,14,323,4,2",3567
"5,6,147,66,39,882,2016,15,2017,4,2","5,6,329,18,122,963,1151,982,48,2894,4,2",11948
"14,7,10,208,4,2","13,11,21,7,17,38,9,169,4,2",2620
"5,6,18,26,22,91,5,73,10,4,2","5,1441,141,25,129,5,11,173,7,4,2",8446
"5,6,196,4,2","5,1216,4,2",361
"5,6,10,13,1397,89,4,2","5,11,6,7,394,9,4010,4,2",7028
"8,7,109,245,31,22,7,10,8,43,2","8,15,171,89,54,25,77,7,50,2",10932
"19,7,40,321,4,2","40,29,44,1272,4,2",1980
"8,7,10,122,4,2","12,63,7,239,4,2",2190
"14,7,21,12,1023,128,3020,145,839,4,2","383,367,25,13,132,335,521,16,164,5103,4,2",11852
"5,6,58,483,42,32,4,2","5,6,60,1052,16,33,248,4,2",9252
"5,6,21,12,704,271,32,590,4,2","5,35,278,71,276,33,198,4,2",11302
"5,6,26,25,5,44,1230,8,48,483,4,2","5,6,72,9,157,2867,49,1280,4,2",11553
"11,9,1815,88,12,28,258,526,4,2","10,14,2799,109,277,285,4,2",10708
"5,6,58,343,4,2","5,6,60,914,4,2",6144
"5,6,230,30,51,503,4,2","5,6,296,9,112,1484,4,2",10288
"11,9,60,282,170,4,2","10,14,124,16,646,398,4,2",8242
"5,6,10,35,123,23,52,4,2","5,11,6,7,86,68,28,62,4,2",8389
"5,6,10,13,2413,976,4,2","5,11,6,7,19,4008,4009,4,2",7026
"5,6,56,454,4,2","5,1512,4,2",2430
"11,9,127,20,1863,1210,4,2","10,261,61,22,491,90,24,2669,4,2",9510
"14,7,79,1366,30,378,545,4,2","194,343,11,13,2720,16,172,4,2",11773
"14,7,34,16,51,332,4,2","13,21,1148,9,81,316,4,2",8119
"8,7,431,4,2","8,15,1669,9,417,4,2",4018
"8,7,1107,4,2","8,15,3273,4,2",2172
"11,9,983,12,924,1208,4,2","10,14,1455,89,48,1880,1248,4,2",9124
"5,6,18,211,4,2","5,6,56,540,4,2",1473
"11,9,543,173,23,13,531,577,4,2","10,1186,9,450,28,19,424,16,570,4,2",11098
"5,6,817,4,2","5,32,1598,4,2",1756
"5,6,93,12,44,81,28,13,62,4,2","5,6,163,9,1314,28,106,4,2",10568
"5,6,47,17,78,1396,4,2","37,68,70,246,110,3998,4,2",6962
"8,7,916,4,2","12,20,1223,4,2",2157
"19,7,10,65,53,4,2","40,1250,7,57,143,4,2",7188
"5,6,56,13,2191,4,2","5,6,101,19,1068,3486,4,2",3612
"8,7,10,18,187,4,2","8,43,7,26,3824,4,2",5821
"5,6,26,374,102,10,101,55,4,2","5,6,72,18,48,337,2765,7,2766,4,2",10298
"5,6,112,46,49,4,2","5,6,30,18,105,4,2",4310
"17,9,13,1334,130,4,2","27,31,128,2298,4,2",5071
"5,6,21,12,690,30,24,349,20,3066,4,2","1458,71,575,53,79,571,17,5183,4,2",12052
"5,6,26,22,5,59,10,58,582,4,2","5,6,47,25,5,11,32,2811,7,60,4,2",10830
"5,6,26,42,24,448,4,2","5,6,47,28,33,1432,4,2",8050
"5,6,50,16,719,4,2","5,6,222,9,498,4,2",5054
"17,9,252,477,156,222,847,4,2","23,586,25,16,972,156,25,102,922,4,2",10873
"8,7,48,131,4,2","12,136,95,233,4,2",2230
"17,9,137,12,2022,15,2023,16,1012,4,2","23,967,9,2903,2904,9,1152,4,2",12037
"5,6,56,13,2737,491,437,4,2","5,6,101,19,512,9,449,594,4,2",10269
"8,7,18,2397,12,33,4,2","12,20,41,3969,4,2",6773
"5,6,315,13,623,4,2","925,19,565,4,2",4418
"5,6,18,49,30,24,2699,4,2","5,6,26,296,9,41,4594,4,2",10042
"14,7,10,31,23,453,69,1177,4,2","13,11,21,7,54,28,278,87,13,2752,4,2",10652
"14,7,1535,4,2","13,21,3243,4,2",2069
"8,7,803,4,2","8,15,1002,4,2",512
"5,6,10,27,25,167,4,2","5,11,6,7,49,413,4,2",6096
"11,9,1895,680,24,106,4,2","10,289,1384,91,162,4,2",9856
"17,9,13,1520,4,2","27,19,1975,4,2",407
"19,7,88,12,66,35,4,2","34,11,3807,172,9,83,4,2",5731
"8,7,10,15,358,39,12,596,25,4,2","8,43,7,24,118,16,24,196,4,2",11239
"19,7,325,30,15,109,364,4,2","34,29,673,9,22,299,140,4,2",11341
"5,6,292,30,24,1793,45,4,2","5,1095,53,79,2547,100,4,2",7993
"8,7,18,274,4,2","8,15,56,1360,4,2",7828
