source,target,uid
"9,14,16,28,19,8,4,26,12,20,29,13,8,26,18,24,24,8,13,19,11,6,14,20,8,21,19,29,8,20,8,4,24,28,14,4,12,2","12,4,14,28,24,4,8,20,8,29,19,21,8,20,14,6,11,19,13,8,24,24,18,26,8,13,29,20,12,26,4,8,19,28,16,14,9,2",1517
"19,10,7,12,28,25,9,5,26,22,22,6,6,16,20,19,15,16,12,25,4,26,21,7,5,15,5,18,25,21,9,8,14,18,12,2","12,18,14,8,9,21,25,18,5,15,5,7,21,26,4,25,12,16,15,19,20,16,6,6,22,22,26,5,9,25,28,12,7,10,19,2",1518
"4,26,19,9,28,6,20,19,28,12,16,27,26,22,25,21,9,9,24,22,25,22,2","22,25,22,24,9,9,21,25,22,26,27,16,12,28,19,20,6,28,9,19,26,4,2",1519
"19,21,17,19,28,28,20,5,15,18,18,27,7,25,18,29,16,7,15,15,11,4,12,2","12,4,11,15,15,7,16,29,18,25,7,27,18,18,15,5,20,28,28,19,17,21,19,2",1520
"14,24,20,13,10,4,16,13,6,11,24,16,11,23,28,27,28,15,19,23,27,21,2","21,27,23,19,15,28,27,28,23,11,16,24,11,6,13,16,4,10,13,20,24,14,2",1521
"22,13,28,5,18,20,21,11,6,27,28,7,10,10,9,14,17,16,10,14,11,22,24,18,13,15,17,10,28,10,2","10,28,10,17,15,13,18,24,22,11,14,10,16,17,14,9,10,10,7,28,27,6,11,21,20,18,5,28,13,22,2",1522
"13,17,13,8,6,22,10,11,26,5,27,2","27,5,26,11,10,22,6,8,13,17,13,2",1523
"11,20,18,12,10,23,28,15,27,14,16,26,9,26,11,8,18,4,5,6,15,9,10,12,14,9,7,4,15,26,26,24,24,13,22,29,10,21,15,2","15,21,10,29,22,13,24,24,26,26,15,4,7,9,14,12,10,9,15,6,5,4,18,8,11,26,9,26,16,14,27,15,28,23,10,12,18,20,11,2",1524
"29,25,10,18,7,15,21,24,23,15,4,5,10,12,7,16,19,25,12,13,13,16,10,6,8,23,27,21,17,2","17,21,27,23,8,6,10,16,13,13,12,25,19,16,7,12,10,5,4,15,23,24,21,15,7,18,10,25,29,2",1525
"18,10,10,21,8,10,11,15,28,28,18,14,29,17,4,26,11,15,19,18,29,16,13,17,15,21,18,14,5,12,27,22,29,6,2","6,29,22,27,12,5,14,18,21,15,17,13,16,29,18,19,15,11,26,4,17,29,14,18,28,28,15,11,10,8,21,10,10,18,2",1526
"28,27,10,8,6,19,26,9,22,5,22,19,23,28,13,20,19,19,27,28,2","28,27,19,19,20,13,28,23,19,22,5,22,9,26,19,6,8,10,27,28,2",1527
"14,11,8,22,7,23,7,25,6,12,4,28,6,22,20,28,15,17,20,28,22,18,27,6,28,17,29,8,27,21,29,25,18,17,11,16,13,7,23,13,28,14,28,8,29,12,20,25,22,2","22,25,20,12,29,8,28,14,28,13,23,7,13,16,11,17,18,25,29,21,27,8,29,17,28,6,27,18,22,28,20,17,15,28,20,22,6,28,4,12,6,25,7,23,7,22,8,11,14,2",1528
"16,4,22,17,5,5,15,23,10,29,9,8,4,19,12,13,28,13,6,24,22,10,24,13,6,5,26,19,17,27,5,20,8,9,5,24,16,21,11,4,14,9,2","9,14,4,11,21,16,24,5,9,8,20,5,27,17,19,26,5,6,13,24,10,22,24,6,13,28,13,12,19,4,8,9,29,10,23,15,5,5,17,22,4,16,2",1530
"8,22,26,24,29,27,15,6,20,15,11,17,4,23,9,14,13,11,8,17,14,7,10,14,9,4,24,10,26,14,22,5,14,2","14,5,22,14,26,10,24,4,9,14,10,7,14,17,8,11,13,14,9,23,4,17,11,15,20,6,15,27,29,24,26,22,8,2",1531
"7,21,21,7,22,4,6,20,15,7,22,15,12,20,14,29,17,5,23,13,17,15,21,12,8,20,4,12,2","12,4,20,8,12,21,15,17,13,23,5,17,29,14,20,12,15,22,7,15,20,6,4,22,7,21,21,7,2",1532
"19,17,24,5,11,16,14,7,13,27,18,12,21,7,9,24,6,24,16,18,9,5,6,20,21,2","21,20,6,5,9,18,16,24,6,24,9,7,21,12,18,27,13,7,14,16,11,5,24,17,19,2",1533
"18,12,8,5,26,2","26,5,8,12,18,2",1534
"5,20,10,5,9,27,25,23,11,29,11,19,21,21,5,17,25,25,11,13,2","13,11,25,25,17,5,21,21,19,11,29,11,23,25,27,9,5,10,20,5,2",1535
"6,7,12,22,8,14,25,16,10,18,6,9,16,6,11,8,15,13,2","13,15,8,11,6,16,9,6,18,10,16,25,14,8,22,12,7,6,2",1536
"11,8,27,28,22,29,29,20,6,4,18,27,26,20,26,24,12,23,13,20,6,23,14,24,8,18,14,12,26,8,23,28,10,19,12,27,12,4,5,8,17,11,6,25,2","25,6,11,17,8,5,4,12,27,12,19,10,28,23,8,26,12,14,18,8,24,14,23,6,20,13,23,12,24,26,20,26,27,18,4,6,20,29,29,22,28,27,8,11,2",1537
"15,22,5,6,26,18,9,6,5,10,11,4,22,29,21,29,5,26,11,13,4,14,21,25,10,11,7,15,18,10,9,11,2","11,9,10,18,15,7,11,10,25,21,14,4,13,11,26,5,29,21,29,22,4,11,10,5,6,9,18,26,6,5,22,15,2",1538
"5,11,16,7,23,28,5,9,4,19,11,25,22,25,10,21,8,24,16,16,25,16,14,22,2","22,14,16,25,16,16,24,8,21,10,25,22,25,11,19,4,9,5,28,23,7,16,11,5,2",1539
"17,22,26,19,20,26,20,28,8,12,6,12,2","12,6,12,8,28,20,26,20,19,26,22,17,2",1540
"18,15,5,6,17,4,9,24,26,23,7,21,4,7,8,22,22,7,4,10,17,13,24,27,7,2","7,27,24,13,17,10,4,7,22,22,8,7,4,21,7,23,26,24,9,4,17,6,5,15,18,2",1541
"20,6,19,16,11,22,24,13,21,23,20,17,23,26,8,19,17,29,20,11,12,6,8,23,26,6,13,10,20,20,8,19,27,28,7,2","7,28,27,19,8,20,20,10,13,6,26,23,8,6,12,11,20,29,17,19,8,26,23,17,20,23,21,13,24,22,11,16,19,6,20,2",1542
"24,19,14,14,17,6,7,8,17,12,25,20,12,20,6,24,16,5,14,9,12,25,23,20,25,27,11,25,22,28,17,10,23,23,8,20,15,12,23,22,2","22,23,12,15,20,8,23,23,10,17,28,22,25,11,27,25,20,23,25,12,9,14,5,16,24,6,20,12,20,25,12,17,8,7,6,17,14,14,19,24,2",1543
"6,19,9,24,20,17,22,26,24,5,16,18,24,6,19,16,16,17,4,2","4,17,16,16,19,6,24,18,16,5,24,26,22,17,20,24,9,19,6,2",1544
"28,29,5,26,25,23,23,27,24,13,8,19,12,17,21,17,18,18,21,16,25,18,15,14,9,18,25,20,13,19,20,5,15,22,7,5,6,20,23,5,11,26,23,11,7,29,14,13,22,2","22,13,14,29,7,11,23,26,11,5,23,20,6,5,7,22,15,5,20,19,13,20,25,18,9,14,15,18,25,16,21,18,18,17,21,17,12,19,8,13,24,27,23,23,25,26,5,29,28,2",1545
"29,28,29,29,7,23,27,18,18,19,8,25,18,12,19,9,19,27,18,22,16,25,21,8,14,18,17,12,6,23,24,7,26,25,2","25,26,7,24,23,6,12,17,18,14,8,21,25,16,22,18,27,19,9,19,12,18,25,8,19,18,18,27,23,7,29,29,28,29,2",1546
"11,13,19,20,17,27,26,10,25,18,20,10,15,25,24,15,11,2","11,15,24,25,15,10,20,18,25,10,26,27,17,20,19,13,11,2",1547
"28,24,7,19,29,8,16,16,25,7,29,19,8,6,25,11,7,27,6,8,20,11,6,28,5,18,11,23,7,24,28,22,8,15,6,21,20,15,8,7,12,17,23,16,2","16,23,17,12,7,8,15,20,21,6,15,8,22,28,24,7,23,11,18,5,28,6,11,20,8,6,27,7,11,25,6,8,19,29,7,25,16,16,8,29,19,7,24,28,2",1548
"7,14,26,16,8,20,15,17,21,23,6,5,9,19,12,28,20,19,20,11,5,26,4,14,15,9,24,22,26,20,4,25,8,9,26,10,28,22,20,29,27,17,18,10,22,2","22,10,18,17,27,29,20,22,28,10,26,9,8,25,4,20,26,22,24,9,15,14,4,26,5,11,20,19,20,28,12,19,9,5,6,23,21,17,15,20,8,16,26,14,7,2",1549
"13,22,5,24,9,24,19,4,2","4,19,24,9,24,5,22,13,2",1550
"18,14,21,16,23,13,14,8,28,23,15,11,26,24,13,14,8,4,26,13,10,29,2","29,10,13,26,4,8,14,13,24,26,11,15,23,28,8,14,13,23,16,21,14,18,2",1551
"9,8,20,24,23,24,28,17,29,2","29,17,28,24,23,24,20,8,9,2",1552
"26,11,21,27,9,24,19,21,17,9,4,19,5,28,5,20,29,14,24,26,2","26,24,14,29,20,5,28,5,19,4,9,17,21,19,24,9,27,21,11,26,2",1553
"11,21,20,8,29,29,24,11,9,23,23,10,27,10,21,11,26,26,22,14,13,29,20,16,22,10,7,29,19,18,17,17,25,9,16,10,20,8,17,2","17,8,20,10,16,9,25,17,17,18,19,29,7,10,22,16,20,29,13,14,22,26,26,11,21,10,27,10,23,23,9,11,24,29,29,8,20,21,11,2",1554
"29,6,21,12,19,19,20,27,19,6,27,22,25,14,17,19,4,8,8,18,21,8,29,7,11,2","11,7,29,8,21,18,8,8,4,19,17,14,25,22,27,6,19,27,20,19,19,12,21,6,29,2",1555
"4,10,5,6,25,19,23,11,22,6,9,10,21,6,22,23,5,11,26,4,9,16,8,29,15,7,9,11,12,5,19,4,2","4,19,5,12,11,9,7,15,29,8,16,9,4,26,11,5,23,22,6,21,10,9,6,22,11,23,19,25,6,5,10,4,2",1556
"24,5,24,22,14,15,21,14,7,27,7,20,13,23,7,21,8,13,10,25,6,6,15,26,13,6,29,23,2","23,29,6,13,26,15,6,6,25,10,13,8,21,7,23,13,20,7,27,7,14,21,15,14,22,24,5,24,2",1557
"12,10,18,16,27,7,5,19,8,24,15,25,4,23,18,24,23,6,18,24,16,16,20,12,28,16,28,11,14,24,4,17,15,17,7,2","7,17,15,17,4,24,14,11,28,16,28,12,20,16,16,24,18,6,23,24,18,23,4,25,15,24,8,19,5,7,27,16,18,10,12,2",1559
"15,16,22,17,8,11,29,18,9,26,16,4,27,26,10,12,7,7,25,12,11,11,24,2","24,11,11,12,25,7,7,12,10,26,27,4,16,26,9,18,29,11,8,17,22,16,15,2",1560
"11,15,25,20,27,14,22,27,24,14,10,15,13,2","13,15,10,14,24,27,22,14,27,20,25,15,11,2",1561
"26,24,17,18,27,16,16,2","16,16,27,18,17,24,26,2",1562
"18,16,21,23,29,12,21,5,20,28,27,19,2","19,27,28,20,5,21,12,29,23,21,16,18,2",1563
"18,6,18,6,22,12,20,12,9,26,8,4,12,16,2","16,12,4,8,26,9,12,20,12,22,6,18,6,18,2",1564
"26,26,29,10,13,19,6,6,19,29,24,23,15,26,4,18,12,14,19,16,27,20,24,17,6,15,14,26,5,9,28,4,16,13,17,13,17,8,29,28,19,5,2","5,19,28,29,8,17,13,17,13,16,4,28,9,5,26,14,15,6,17,24,20,27,16,19,14,12,18,4,26,15,23,24,29,19,6,6,19,13,10,29,26,26,2",1565
"4,12,8,10,20,13,11,19,6,16,5,26,18,27,14,6,28,26,16,25,28,17,15,24,26,11,16,27,2","27,16,11,26,24,15,17,28,25,16,26,28,6,14,27,18,26,5,16,6,19,11,13,20,10,8,12,4,2",1566
"5,10,18,26,14,12,10,25,4,18,29,11,2","11,29,18,4,25,10,12,14,26,18,10,5,2",1568
"18,24,24,18,11,26,19,19,14,15,2","15,14,19,19,26,11,18,24,24,18,2",1569
"7,10,18,13,5,5,27,12,24,8,26,29,29,4,21,17,10,15,25,6,20,13,25,2","25,13,20,6,25,15,10,17,21,4,29,29,26,8,24,12,27,5,5,13,18,10,7,2",1570
"4,21,26,19,16,20,14,17,7,21,22,28,4,14,29,20,16,22,13,8,13,20,10,10,20,5,4,27,5,29,11,12,19,20,18,27,17,10,8,19,6,8,4,26,12,16,19,2","19,16,12,26,4,8,6,19,8,10,17,27,18,20,19,12,11,29,5,27,4,5,20,10,10,20,13,8,13,22,16,20,29,14,4,28,22,21,7,17,14,20,16,19,26,21,4,2",1571
"10,27,19,18,29,2","29,18,19,27,10,2",1572
"8,25,9,11,6,9,16,6,21,28,12,4,9,17,5,5,18,8,21,25,29,11,17,25,27,20,19,25,10,9,7,26,2","26,7,9,10,25,19,20,27,25,17,11,29,25,21,8,18,5,5,17,9,4,12,28,21,6,16,9,6,11,9,25,8,2",1573
"29,15,6,7,26,16,4,16,15,6,16,9,13,28,9,4,2","4,9,28,13,9,16,6,15,16,4,16,26,7,6,15,29,2",1574
"26,23,24,12,13,21,29,4,9,20,14,4,17,14,6,18,12,27,24,21,14,26,29,23,14,29,15,9,2","9,15,29,14,23,29,26,14,21,24,27,12,18,6,14,17,4,14,20,9,4,29,21,13,12,24,23,26,2",1575
"19,13,19,18,7,8,28,24,17,13,24,9,11,15,20,27,29,23,25,10,11,6,4,4,10,15,18,24,24,15,13,14,22,19,16,18,6,15,10,11,10,15,18,18,27,15,8,12,21,28,2","28,21,12,8,15,27,18,18,15,10,11,10,15,6,18,16,19,22,14,13,15,24,24,18,15,10,4,4,6,11,10,25,23,29,27,20,15,11,9,24,13,17,24,28,8,7,18,19,13,19,2",1576
"25,11,29,11,21,27,26,20,13,13,5,12,15,23,2","23,15,12,5,13,13,20,26,27,21,11,29,11,25,2",1577
"20,21,8,11,9,9,19,20,5,20,17,18,22,28,13,29,28,14,2","14,28,29,13,28,22,18,17,20,5,20,19,9,9,11,8,21,20,2",1578
"27,7,18,10,24,25,14,21,29,13,6,16,5,7,13,11,23,14,7,2","7,14,23,11,13,7,5,16,6,13,29,21,14,25,24,10,18,7,27,2",1579
"20,8,28,6,12,10,8,13,24,19,25,26,26,29,27,22,18,28,24,23,8,4,28,16,28,12,9,24,18,20,13,25,20,16,10,28,22,23,23,18,19,12,15,28,16,26,15,2","15,26,16,28,15,12,19,18,23,23,22,28,10,16,20,25,13,20,18,24,9,12,28,16,28,4,8,23,24,28,18,22,27,29,26,26,25,19,24,13,8,10,12,6,28,8,20,2",1580
"11,8,29,5,12,29,23,13,4,8,28,2","28,8,4,13,23,29,12,5,29,8,11,2",1582
"24,20,10,22,14,7,27,7,4,5,21,2","21,5,4,7,27,7,14,22,10,20,24,2",1583
"5,5,20,13,14,9,12,7,9,17,10,13,29,9,15,7,4,10,13,5,6,16,18,14,12,6,2","6,12,14,18,16,6,5,13,10,4,7,15,9,29,13,10,17,9,7,12,9,14,13,20,5,5,2",1584
"11,10,13,23,25,14,16,25,14,10,12,22,10,29,25,17,7,25,26,19,29,28,12,10,21,27,22,16,2","16,22,27,21,10,12,28,29,19,26,25,7,17,25,29,10,22,12,10,14,25,16,14,25,23,13,10,11,2",1585
"27,14,29,11,27,17,15,19,17,11,16,20,21,17,19,9,17,20,13,8,13,4,26,20,15,19,17,24,26,19,25,28,26,9,11,22,6,16,21,12,2","12,21,16,6,22,11,9,26,28,25,19,26,24,17,19,15,20,26,4,13,8,13,20,17,9,19,17,21,20,16,11,17,19,15,17,27,11,29,14,27,2",1586
"11,27,10,24,12,26,26,4,22,15,24,22,5,10,13,15,11,21,15,29,28,5,19,5,20,5,24,20,8,21,8,4,23,15,8,11,9,13,11,25,6,8,13,26,20,12,20,6,6,16,2","16,6,6,20,12,20,26,13,8,6,25,11,13,9,11,8,15,23,4,8,21,8,20,24,5,20,5,19,5,28,29,15,21,11,15,13,10,5,22,24,15,22,4,26,26,12,24,10,27,11,2",1587
"26,17,13,12,27,13,13,28,16,25,26,7,12,15,6,25,23,5,28,5,13,19,2","19,13,5,28,5,23,25,6,15,12,7,26,25,16,28,13,13,27,12,13,17,26,2",1588
"6,17,8,12,2","12,8,17,6,2",1589
"13,11,19,29,22,19,20,20,12,13,11,26,18,7,15,21,17,9,4,9,14,23,27,7,28,10,24,24,18,11,4,26,19,12,5,25,13,18,8,15,27,9,2","9,27,15,8,18,13,25,5,12,19,26,4,11,18,24,24,10,28,7,27,23,14,9,4,9,17,21,15,7,18,26,11,13,12,20,20,19,22,29,19,11,13,2",1590
"8,24,20,22,17,16,10,11,29,25,25,18,28,19,8,8,2","8,8,19,28,18,25,25,29,11,10,16,17,22,20,24,8,2",1591
"17,26,13,15,21,7,11,10,28,25,14,20,10,8,20,17,11,25,20,27,28,19,4,29,28,25,18,4,9,10,11,23,4,2","4,23,11,10,9,4,18,25,28,29,4,19,28,27,20,25,11,17,20,8,10,20,14,25,28,10,11,7,21,15,13,26,17,2",1592
"7,4,21,28,10,10,17,5,9,23,17,11,9,13,22,19,9,20,7,8,4,26,5,8,19,9,26,4,5,4,20,28,26,27,19,18,18,21,2","21,18,18,19,27,26,28,20,4,5,4,26,9,19,8,5,26,4,8,7,20,9,19,22,13,9,11,17,23,9,5,17,10,10,28,21,4,7,2",1593
"10,9,9,7,12,25,22,18,23,17,2","17,23,18,22,25,12,7,9,9,10,2",1594
"5,21,18,11,23,26,6,17,16,14,21,16,18,27,12,10,25,29,4,7,4,27,8,19,28,24,18,18,21,7,6,18,15,5,24,9,7,8,10,5,14,14,2","14,14,5,10,8,7,9,24,5,15,18,6,7,21,18,18,24,28,19,8,27,4,7,4,29,25,10,12,27,18,16,21,14,16,17,6,26,23,11,18,21,5,2",1595
"25,26,27,13,7,5,4,18,26,11,23,16,23,19,29,25,9,21,9,22,21,16,14,8,11,20,29,13,2","13,29,20,11,8,14,16,21,22,9,21,9,25,29,19,23,16,23,11,26,18,4,5,7,13,27,26,25,2",1596
"24,19,17,29,2","29,17,19,24,2",1597
"26,14,18,27,8,28,13,29,7,11,7,25,15,8,21,9,17,8,21,4,21,27,13,16,8,26,14,10,18,12,16,14,2","14,16,12,18,10,14,26,8,16,13,27,21,4,21,8,17,9,21,8,15,25,7,11,7,29,13,28,8,27,18,14,26,2",1598
"6,14,16,19,8,16,2","16,8,19,16,14,6,2",1599
"26,24,22,13,10,26,23,12,18,2","18,12,23,26,10,13,22,24,26,2",1600
"27,13,6,11,29,23,27,13,24,5,12,12,10,21,9,16,9,14,18,14,8,15,2","15,8,14,18,14,9,16,9,21,10,12,12,5,24,13,27,23,29,11,6,13,27,2",1601
"15,28,14,7,15,10,7,27,20,17,27,19,14,6,19,17,18,5,11,8,27,12,4,7,7,6,12,10,12,5,26,23,9,27,24,9,16,19,23,14,2","14,23,19,16,9,24,27,9,23,26,5,12,10,12,6,7,7,4,12,27,8,11,5,18,17,19,6,14,19,27,17,20,27,7,10,15,7,14,28,15,2",1602
"12,11,12,14,13,22,16,10,18,20,4,28,12,25,9,4,20,19,17,9,13,11,29,9,8,15,16,9,4,28,28,13,7,6,28,22,13,6,26,2","26,6,13,22,28,6,7,13,28,28,4,9,16,15,8,9,29,11,13,9,17,19,20,4,9,25,12,28,4,20,18,10,16,22,13,14,12,11,12,2",1603
"25,27,12,24,24,22,6,19,22,9,4,19,14,19,25,20,10,7,9,29,20,29,15,26,17,16,7,21,15,29,14,4,25,14,16,6,6,22,4,11,9,15,26,20,8,25,26,23,24,18,2","18,24,23,26,25,8,20,26,15,9,11,4,22,6,6,16,14,25,4,14,29,15,21,7,16,17,26,15,29,20,29,9,7,10,20,25,19,14,19,4,9,22,19,6,22,24,24,12,27,25,2",1604
"23,10,25,11,28,29,26,29,5,27,16,11,6,28,14,22,23,14,10,29,22,22,9,19,24,10,9,10,11,23,25,11,17,26,25,2","25,26,17,11,25,23,11,10,9,10,24,19,9,22,22,29,10,14,23,22,14,28,6,11,16,27,5,29,26,29,28,11,25,10,23,2",1605
"16,14,16,27,29,16,15,28,28,6,22,28,11,9,21,4,17,18,13,4,8,17,5,6,17,17,13,9,2","9,13,17,17,6,5,17,8,4,13,18,17,4,21,9,11,28,22,6,28,28,15,16,29,27,16,14,16,2",1606
"9,22,21,28,11,6,24,13,21,4,20,9,19,16,11,6,26,25,7,10,19,21,20,8,14,4,23,20,4,2","4,20,23,4,14,8,20,21,19,10,7,25,26,6,11,16,19,9,20,4,21,13,24,6,11,28,21,22,9,2",1607
"21,25,9,29,26,9,17,22,13,7,23,12,24,13,29,8,29,29,20,28,10,16,8,8,26,18,27,12,29,28,7,8,10,6,5,26,2","26,5,6,10,8,7,28,29,12,27,18,26,8,8,16,10,28,20,29,29,8,29,13,24,12,23,7,13,22,17,9,26,29,9,25,21,2",1608
"23,17,17,26,25,18,29,27,29,18,15,23,25,7,15,2","15,7,25,23,15,18,29,27,29,18,25,26,17,17,23,2",1609
"28,15,19,20,14,10,19,8,28,14,27,4,25,5,5,11,8,22,21,5,22,9,8,12,16,28,7,12,28,18,26,22,24,26,12,16,13,20,14,7,22,24,5,24,29,8,15,2","15,8,29,24,5,24,22,7,14,20,13,16,12,26,24,22,26,18,28,12,7,28,16,12,8,9,22,5,21,22,8,11,5,5,25,4,27,14,28,8,19,10,14,20,19,15,28,2",1610
"16,19,19,10,28,12,24,18,4,9,15,15,22,7,9,6,8,19,16,25,5,21,19,16,16,25,7,24,20,2","20,24,7,25,16,16,19,21,5,25,16,19,8,6,9,7,22,15,15,9,4,18,24,12,28,10,19,19,16,2",1611
"5,7,25,24,14,24,24,5,26,11,13,25,20,7,23,28,14,4,18,25,5,21,21,9,29,26,13,21,20,12,18,20,5,9,24,27,14,25,28,28,28,22,20,14,25,5,14,23,2","23,14,5,25,14,20,22,28,28,28,25,14,27,24,9,5,20,18,12,20,21,13,26,29,9,21,21,5,25,18,4,14,28,23,7,20,25,13,11,26,5,24,24,14,24,25,7,5,2",1612
"28,9,25,29,10,25,12,15,25,22,4,21,15,13,29,7,8,12,23,26,25,25,25,4,17,26,26,26,15,19,17,21,6,18,22,19,9,8,9,10,27,9,21,21,27,12,5,18,2","18,5,12,27,21,21,9,27,10,9,8,9,19,22,18,6,21,17,19,15,26,26,26,17,4,25,25,25,26,23,12,8,7,29,13,15,21,4,22,25,15,12,25,10,29,25,9,28,2",1613
"20,26,9,7,5,7,21,23,22,7,20,14,7,13,20,12,2","12,20,13,7,14,20,7,22,23,21,7,5,7,9,26,20,2",1614
"24,9,16,22,9,15,22,19,11,23,29,14,29,6,22,27,18,4,2","4,18,27,22,6,29,14,29,23,11,19,22,15,9,22,16,9,24,2",1615
"17,4,20,14,5,28,5,14,29,16,16,25,25,10,20,21,10,15,26,24,24,11,24,29,28,29,19,22,25,4,4,27,8,17,29,2","29,17,8,27,4,4,25,22,19,29,28,29,24,11,24,24,26,15,10,21,20,10,25,25,16,16,29,14,5,28,5,14,20,4,17,2",1616
"29,25,20,13,14,4,5,13,19,2","19,13,5,4,14,13,20,25,29,2",1617
"14,13,15,8,22,9,18,9,19,19,27,18,22,29,25,11,18,23,8,19,21,27,6,2","6,27,21,19,8,23,18,11,25,29,22,18,27,19,19,9,18,9,22,8,15,13,14,2",1618
"27,22,20,21,23,8,9,23,4,29,27,22,22,11,13,10,8,15,8,13,15,10,13,13,10,7,4,17,8,10,26,14,14,15,6,25,10,27,2","27,10,25,6,15,14,14,26,10,8,17,4,7,10,13,13,10,15,13,8,15,8,10,13,11,22,22,27,29,4,23,9,8,23,21,20,22,27,2",1619
"26,10,17,14,12,20,6,19,9,26,7,19,22,21,29,27,14,24,26,27,9,10,7,2","7,10,9,27,26,24,14,27,29,21,22,19,7,26,9,19,6,20,12,14,17,10,26,2",1620
"13,21,5,2","5,21,13,2",1621
"16,10,4,24,23,13,12,12,27,24,25,22,28,17,29,19,6,4,23,10,23,5,12,10,6,27,17,18,22,13,23,13,18,26,14,10,22,7,7,8,18,17,7,28,13,26,7,12,2","12,7,26,13,28,7,17,18,8,7,7,22,10,14,26,18,13,23,13,22,18,17,27,6,10,12,5,23,10,23,4,6,19,29,17,28,22,25,24,27,12,12,13,23,24,4,10,16,2",1622
"26,20,21,27,21,24,24,13,5,13,12,12,20,21,28,14,18,23,9,19,5,2","5,19,9,23,18,14,28,21,20,12,12,13,5,13,24,24,21,27,21,20,26,2",1623
"20,15,5,25,24,22,14,18,9,8,21,15,7,27,4,22,11,26,24,19,6,14,7,8,4,27,8,28,28,15,11,14,23,2","23,14,11,15,28,28,8,27,4,8,7,14,6,19,24,26,11,22,4,27,7,15,21,8,9,18,14,22,24,25,5,15,20,2",1624
"14,7,23,15,6,29,26,22,17,22,8,18,18,17,29,15,17,17,28,28,6,18,26,2","26,18,6,28,28,17,17,15,29,17,18,18,8,22,17,22,26,29,6,15,23,7,14,2",1625
"9,22,11,21,13,25,28,27,27,21,8,25,12,4,14,29,25,10,17,17,16,17,13,7,11,16,18,7,15,22,10,29,29,2","29,29,10,22,15,7,18,16,11,7,13,17,16,17,17,10,25,29,14,4,12,25,8,21,27,27,28,25,13,21,11,22,9,2",1626
"10,5,22,9,9,4,26,11,19,2","19,11,26,4,9,9,22,5,10,2",1627
"5,6,13,9,19,28,8,11,15,19,6,16,28,8,15,15,27,26,19,5,17,22,21,5,9,29,12,17,12,20,4,10,6,11,8,23,8,2","8,23,8,11,6,10,4,20,12,17,12,29,9,5,21,22,17,5,19,26,27,15,15,8,28,16,6,19,15,11,8,28,19,9,13,6,5,2",1628
"28,22,18,5,23,27,8,28,26,22,7,18,19,28,17,23,24,25,5,28,11,8,21,26,27,10,29,5,26,20,21,18,12,28,5,9,7,24,15,14,15,24,19,15,28,2","28,15,19,24,15,14,15,24,7,9,5,28,12,18,21,20,26,5,29,10,27,26,21,8,11,28,5,25,24,23,17,28,19,18,7,22,26,28,8,27,23,5,18,22,28,2",1629
"20,28,4,26,24,6,28,16,22,19,5,13,20,14,26,10,14,13,21,4,4,15,16,12,14,10,18,9,4,28,5,12,21,19,25,23,15,9,18,23,2","23,18,9,15,23,25,19,21,12,5,28,4,9,18,10,14,12,16,15,4,4,21,13,14,10,26,14,20,13,5,19,22,16,28,6,24,26,4,28,20,2",1630
"24,11,26,19,2","19,26,11,24,2",1631
"6,21,19,26,25,14,25,10,15,29,29,28,16,23,23,17,21,5,5,27,26,20,20,7,26,16,5,10,25,4,6,17,2","17,6,4,25,10,5,16,26,7,20,20,26,27,5,5,21,17,23,23,16,28,29,29,15,10,25,14,25,26,19,21,6,2",1632
"8,13,11,29,24,25,19,8,9,23,11,16,25,27,9,7,20,23,11,21,10,16,2","16,10,21,11,23,20,7,9,27,25,16,11,23,9,8,19,25,24,29,11,13,8,2",1633
"10,10,21,4,5,17,14,19,4,7,12,21,11,15,19,14,9,13,5,2","5,13,9,14,19,15,11,21,12,7,4,19,14,17,5,4,21,10,10,2",1634
"29,16,12,13,20,10,13,9,29,28,9,5,29,13,5,11,29,23,28,17,8,22,23,10,26,12,13,5,19,26,8,11,21,26,15,5,21,14,11,24,24,15,17,2","17,15,24,24,11,14,21,5,15,26,21,11,8,26,19,5,13,12,26,10,23,22,8,17,28,23,29,11,5,13,29,5,9,28,29,9,13,10,20,13,12,16,29,2",1635
"21,4,28,8,5,7,23,9,16,4,12,11,4,17,19,22,7,20,2","20,7,22,19,17,4,11,12,4,16,9,23,7,5,8,28,4,21,2",1636
"9,7,22,8,5,17,25,19,25,2","25,19,25,17,5,8,22,7,9,2",1637
"4,24,5,23,15,9,14,9,22,28,24,9,11,29,14,5,18,13,28,20,7,8,4,4,9,7,16,18,22,14,19,25,7,4,26,19,9,10,15,17,7,5,15,25,12,2","12,25,15,5,7,17,15,10,9,19,26,4,7,25,19,14,22,18,16,7,9,4,4,8,7,20,28,13,18,5,14,29,11,9,24,28,22,9,14,9,15,23,5,24,4,2",1638
"23,14,26,8,6,7,5,29,13,26,6,21,29,7,16,5,21,20,4,29,18,24,5,29,20,20,9,17,14,7,13,23,10,20,5,17,9,6,19,5,23,21,24,18,14,24,25,8,26,2","26,8,25,24,14,18,24,21,23,5,19,6,9,17,5,20,10,23,13,7,14,17,9,20,20,29,5,24,18,29,4,20,21,5,16,7,29,21,6,26,13,29,5,7,6,8,26,14,23,2",1639
