source,target,uid
"4,24,13,9,28,22,21,20,20,7,24,25,16,17,11,8,9,11,16,14,4,25,15,11,22,8,15,24,24,2","4,24,13,9,28,22,21,20,20,7,24,25,16,17,11,8,9,11,16,14,4,25,15,11,22,8,15,24,24,2",1527
"17,11,7,7,23,6,26,20,29,13,17,19,16,22,28,18,9,28,17,17,10,17,8,12,11,11,2","17,11,7,7,23,6,26,20,29,13,17,19,16,22,28,18,9,28,17,17,10,17,8,12,11,11,2",1528
"6,22,13,8,11,16,9,10,25,29,5,14,14,5,22,28,22,11,26,5,12,29,26,5,24,23,2","6,22,13,8,11,16,9,10,25,29,5,14,14,5,22,28,22,11,26,5,12,29,26,5,24,23,2",1529
"11,11,10,21,25,14,24,25,23,27,16,15,13,24,29,10,9,19,14,15,29,18,4,17,19,6,12,29,29,29,4,24,14,15,29,17,7,12,24,18,16,2","11,11,10,21,25,14,24,25,23,27,16,15,13,24,29,10,9,19,14,15,29,18,4,17,19,6,12,29,29,29,4,24,14,15,29,17,7,12,24,18,16,2",1530
"29,12,20,12,11,5,24,16,25,11,22,5,18,27,26,19,4,6,11,24,17,8,24,20,19,17,28,20,24,4,18,5,9,25,25,23,13,2","29,12,20,12,11,5,24,16,25,11,22,5,18,27,26,19,4,6,11,24,17,8,24,20,19,17,28,20,24,4,18,5,9,25,25,23,13,2",1532
"24,16,12,22,13,11,5,16,7,24,26,9,18,11,17,14,14,22,11,25,17,5,17,19,4,9,6,27,15,8,15,12,12,24,2","24,16,12,22,13,11,5,16,7,24,26,9,18,11,17,14,14,22,11,25,17,5,17,19,4,9,6,27,15,8,15,12,12,24,2",1534
"26,11,18,27,18,13,25,18,29,12,9,20,15,14,17,13,7,2","26,11,18,27,18,13,25,18,29,12,9,20,15,14,17,13,7,2",1535
"7,9,9,21,18,8,15,10,11,22,21,11,13,12,16,18,27,24,22,2","7,9,9,21,18,8,15,10,11,22,21,11,13,12,16,18,27,24,22,2",1536
"12,27,6,28,4,2","12,27,6,28,4,2",1538
"23,14,7,7,22,15,8,2","23,14,7,7,22,15,8,2",1539
"16,8,27,16,29,19,10,7,19,27,15,26,23,8,26,5,24,28,14,18,12,5,23,19,22,8,16,29,8,20,19,19,17,4,16,29,26,18,19,8,25,6,21,22,15,8,2","16,8,27,16,29,19,10,7,19,27,15,26,23,8,26,5,24,28,14,18,12,5,23,19,22,8,16,29,8,20,19,19,17,4,16,29,26,18,19,8,25,6,21,22,15,8,2",1540
"28,13,29,4,7,18,17,25,23,17,15,12,29,11,17,8,13,7,14,26,24,10,25,24,13,24,25,16,18,9,7,15,22,22,7,25,16,19,24,26,6,2","28,13,29,4,7,18,17,25,23,17,15,12,29,11,17,8,13,7,14,26,24,10,25,24,13,24,25,16,18,9,7,15,22,22,7,25,16,19,24,26,6,2",1541
"28,7,15,14,10,12,22,20,21,6,16,2","28,7,15,14,10,12,22,20,21,6,16,2",1542
"26,12,26,19,15,25,5,25,8,25,14,19,2","26,12,26,19,15,25,5,25,8,25,14,19,2",1544
"26,14,8,26,15,15,18,21,17,5,26,22,12,17,10,11,26,5,25,4,24,8,7,9,4,10,11,4,28,16,21,26,5,26,8,11,29,26,27,5,27,19,14,28,19,24,25,2","26,14,8,26,15,15,18,21,17,5,26,22,12,17,10,11,26,5,25,4,24,8,7,9,4,10,11,4,28,16,21,26,5,26,8,11,29,26,27,5,27,19,14,28,19,24,25,2",1545
"9,17,27,27,7,21,26,17,10,13,16,29,29,29,10,13,12,22,24,4,20,26,26,25,28,10,12,13,8,7,4,20,16,27,11,7,21,7,27,24,14,12,17,11,18,27,27,20,28,2","9,17,27,27,7,21,26,17,10,13,16,29,29,29,10,13,12,22,24,4,20,26,26,25,28,10,12,13,8,7,4,20,16,27,11,7,21,7,27,24,14,12,17,11,18,27,27,20,28,2",1547
"12,8,28,11,18,19,9,19,29,16,18,25,4,12,5,7,9,21,15,19,20,14,17,11,17,29,20,15,28,18,24,19,25,28,4,13,23,17,5,22,12,25,12,22,6,19,10,19,25,27,2","12,8,28,11,18,19,9,19,29,16,18,25,4,12,5,7,9,21,15,19,20,14,17,11,17,29,20,15,28,18,24,19,25,28,4,13,23,17,5,22,12,25,12,22,6,19,10,19,25,27,2",1548
"14,23,6,17,18,12,29,22,16,28,27,8,11,24,7,26,10,17,18,15,9,10,13,18,12,6,28,29,15,13,25,9,5,27,15,2","14,23,6,17,18,12,29,22,16,28,27,8,11,24,7,26,10,17,18,15,9,10,13,18,12,6,28,29,15,13,25,9,5,27,15,2",1549
"25,14,12,7,10,10,19,8,4,20,19,13,20,28,25,22,2","25,14,12,7,10,10,19,8,4,20,19,13,20,28,25,22,2",1550
"28,24,5,25,27,5,6,11,15,23,22,23,18,19,4,21,28,24,5,16,25,11,29,2","28,24,5,25,27,5,6,11,15,23,22,23,18,19,4,21,28,24,5,16,25,11,29,2",1552
"9,22,22,25,19,7,19,11,6,21,27,28,2","9,22,22,25,19,7,19,11,6,21,27,28,2",1553
"5,24,27,16,20,26,15,2","5,24,27,16,20,26,15,2",1557
"7,15,13,9,25,22,22,28,8,5,17,9,17,20,23,28,12,10,29,23,25,25,15,5,4,28,28,24,10,12,22,24,9,18,9,28,24,6,25,19,2","7,15,13,9,25,22,22,28,8,5,17,9,17,20,23,28,12,10,29,23,25,25,15,5,4,28,28,24,10,12,22,24,9,18,9,28,24,6,25,19,2",1558
"29,7,8,14,20,12,11,17,14,12,15,6,12,7,7,9,14,4,20,5,18,7,10,24,13,27,27,23,8,15,4,18,15,20,19,6,10,23,15,24,6,5,25,2","29,7,8,14,20,12,11,17,14,12,15,6,12,7,7,9,14,4,20,5,18,7,10,24,13,27,27,23,8,15,4,18,15,20,19,6,10,23,15,24,6,5,25,2",1559
"19,11,21,12,16,29,4,8,19,17,27,8,18,24,27,11,8,8,12,12,29,19,6,6,28,7,14,12,20,26,24,6,17,20,4,11,27,5,10,26,29,12,17,2","19,11,21,12,16,29,4,8,19,17,27,8,18,24,27,11,8,8,12,12,29,19,6,6,28,7,14,12,20,26,24,6,17,20,4,11,27,5,10,26,29,12,17,2",1560
"12,9,19,20,14,23,25,9,5,2","12,9,19,20,14,23,25,9,5,2",1561
"12,24,28,21,10,23,16,15,23,6,15,29,22,29,16,17,6,28,9,17,24,6,13,6,24,12,9,19,29,6,10,22,11,19,27,29,18,20,17,14,8,6,28,19,15,16,28,20,2","12,24,28,21,10,23,16,15,23,6,15,29,22,29,16,17,6,28,9,17,24,6,13,6,24,12,9,19,29,6,10,22,11,19,27,29,18,20,17,14,8,6,28,19,15,16,28,20,2",1562
"24,11,26,26,14,4,12,16,7,21,27,10,22,29,11,26,17,16,6,21,23,10,7,26,28,23,4,19,10,10,19,4,22,15,18,2","24,11,26,26,14,4,12,16,7,21,27,10,22,29,11,26,17,16,6,21,23,10,7,26,28,23,4,19,10,10,19,4,22,15,18,2",1564
"4,7,27,17,11,9,18,18,25,16,21,13,11,27,14,27,20,12,28,18,16,9,4,24,14,26,16,7,26,8,18,2","4,7,27,17,11,9,18,18,25,16,21,13,11,27,14,27,20,12,28,18,16,9,4,24,14,26,16,7,26,8,18,2",1565
"27,9,12,19,28,18,9,22,15,20,8,7,12,9,4,5,27,26,18,14,24,9,13,4,21,26,26,18,10,21,11,12,10,19,15,6,29,4,15,20,23,14,8,2","27,9,12,19,28,18,9,22,15,20,8,7,12,9,4,5,27,26,18,14,24,9,13,4,21,26,26,18,10,21,11,12,10,19,15,6,29,4,15,20,23,14,8,2",1566
"17,22,12,5,6,27,17,24,7,6,22,16,21,11,9,10,14,28,7,6,15,20,16,26,29,21,14,12,13,10,20,23,11,5,23,26,20,5,27,13,28,11,6,29,17,16,6,24,23,5,2","17,22,12,5,6,27,17,24,7,6,22,16,21,11,9,10,14,28,7,6,15,20,16,26,29,21,14,12,13,10,20,23,11,5,23,26,20,5,27,13,28,11,6,29,17,16,6,24,23,5,2",1567
"28,22,17,15,29,12,22,16,18,17,17,16,9,28,25,11,7,28,13,8,23,13,28,18,14,18,4,23,9,25,13,13,27,6,22,7,8,20,11,7,25,2","28,22,17,15,29,12,22,16,18,17,17,16,9,28,25,11,7,28,13,8,23,13,28,18,14,18,4,23,9,25,13,13,27,6,22,7,8,20,11,7,25,2",1568
"17,25,11,28,27,16,13,23,19,16,25,12,24,21,16,19,12,28,9,26,24,29,9,22,29,14,11,11,18,4,24,16,2","17,25,11,28,27,16,13,23,19,16,25,12,24,21,16,19,12,28,9,26,24,29,9,22,29,14,11,11,18,4,24,16,2",1569
"21,4,5,28,22,20,22,14,13,9,15,16,22,2","21,4,5,28,22,20,22,14,13,9,15,16,22,2",1570
"8,10,12,7,9,15,4,9,17,24,10,6,20,8,8,29,6,29,25,13,10,15,13,10,4,9,19,8,9,10,19,10,7,7,27,6,13,11,18,11,22,7,16,13,21,27,27,19,12,2","8,10,12,7,9,15,4,9,17,24,10,6,20,8,8,29,6,29,25,13,10,15,13,10,4,9,19,8,9,10,19,10,7,7,27,6,13,11,18,11,22,7,16,13,21,27,27,19,12,2",1571
"4,26,21,16,11,14,23,22,4,26,21,16,15,17,24,21,28,25,21,10,28,23,28,27,20,5,5,19,11,28,16,14,21,13,25,15,25,15,2","4,26,21,16,11,14,23,22,4,26,21,16,15,17,24,21,28,25,21,10,28,23,28,27,20,5,5,19,11,28,16,14,21,13,25,15,25,15,2",1572
"12,4,21,25,14,7,17,4,22,13,17,9,13,15,28,10,28,26,16,15,21,8,11,26,23,5,29,11,15,12,10,11,12,21,29,4,13,4,20,19,21,12,6,7,22,2","12,4,21,25,14,7,17,4,22,13,17,9,13,15,28,10,28,26,16,15,21,8,11,26,23,5,29,11,15,12,10,11,12,21,29,4,13,4,20,19,21,12,6,7,22,2",1573
"6,7,10,7,23,15,26,20,7,29,23,6,13,18,29,10,2","6,7,10,7,23,15,26,20,7,29,23,6,13,18,29,10,2",1574
"23,21,22,24,22,23,2","23,21,22,24,22,23,2",1575
"12,5,4,22,23,14,5,17,26,19,21,23,20,13,7,29,23,21,11,20,7,14,10,16,11,24,5,26,28,10,10,14,21,27,14,2","12,5,4,22,23,14,5,17,26,19,21,23,20,13,7,29,23,21,11,20,7,14,10,16,11,24,5,26,28,10,10,14,21,27,14,2",1576
"27,27,26,6,15,29,9,23,7,9,10,16,20,18,21,10,9,18,28,11,5,19,7,12,28,24,12,8,29,26,19,6,23,5,15,7,19,28,16,24,13,15,25,12,13,4,16,26,2","27,27,26,6,15,29,9,23,7,9,10,16,20,18,21,10,9,18,28,11,5,19,7,12,28,24,12,8,29,26,19,6,23,5,15,7,19,28,16,24,13,15,25,12,13,4,16,26,2",1577
"9,19,5,15,15,16,7,29,21,23,14,12,14,20,28,19,22,20,18,17,2","9,19,5,15,15,16,7,29,21,23,14,12,14,20,28,19,22,20,18,17,2",1578
"13,5,15,4,29,5,5,8,29,2","13,5,15,4,29,5,5,8,29,2",1579
"13,21,17,28,4,27,28,21,25,10,16,4,5,8,18,11,26,24,29,28,11,19,17,4,7,24,21,21,17,24,10,15,26,21,21,14,12,19,28,25,9,26,23,14,26,17,2","13,21,17,28,4,27,28,21,25,10,16,4,5,8,18,11,26,24,29,28,11,19,17,4,7,24,21,21,17,24,10,15,26,21,21,14,12,19,28,25,9,26,23,14,26,17,2",1580
"25,11,18,15,25,18,14,17,18,22,2","25,11,18,15,25,18,14,17,18,22,2",1581
"24,16,25,14,29,19,12,5,28,5,24,27,19,29,16,17,15,29,2","24,16,25,14,29,19,12,5,28,5,24,27,19,29,16,17,15,29,2",1583
"24,18,8,13,25,11,28,16,24,22,18,7,16,20,19,4,10,5,27,18,18,20,4,8,11,10,8,15,13,9,23,17,21,5,23,14,12,28,9,27,26,2","24,18,8,13,25,11,28,16,24,22,18,7,16,20,19,4,10,5,27,18,18,20,4,8,11,10,8,15,13,9,23,17,21,5,23,14,12,28,9,27,26,2",1584
"17,4,9,9,15,19,27,22,13,13,19,6,29,20,28,7,6,8,24,23,15,15,29,27,13,24,16,5,4,9,4,6,18,4,22,17,7,22,14,23,10,12,8,19,19,6,4,2","17,4,9,9,15,19,27,22,13,13,19,6,29,20,28,7,6,8,24,23,15,15,29,27,13,24,16,5,4,9,4,6,18,4,22,17,7,22,14,23,10,12,8,19,19,6,4,2",1585
"17,8,7,21,26,12,10,5,23,9,14,21,7,21,24,12,4,13,18,14,2","17,8,7,21,26,12,10,5,23,9,14,21,7,21,24,12,4,13,18,14,2",1586
"27,16,29,14,12,21,22,9,27,25,29,10,7,16,4,16,26,23,15,27,5,29,22,7,9,23,26,15,19,13,5,5,25,7,22,11,20,9,24,5,19,9,2","27,16,29,14,12,21,22,9,27,25,29,10,7,16,4,16,26,23,15,27,5,29,22,7,9,23,26,15,19,13,5,5,25,7,22,11,20,9,24,5,19,9,2",1587
"16,21,20,20,15,20,22,20,6,23,15,6,26,6,10,17,19,21,18,14,25,21,20,29,7,7,16,16,24,20,26,20,14,20,26,28,9,12,18,19,26,10,17,9,2","16,21,20,20,15,20,22,20,6,23,15,6,26,6,10,17,19,21,18,14,25,21,20,29,7,7,16,16,24,20,26,20,14,20,26,28,9,12,18,19,26,10,17,9,2",1588
"13,29,22,16,8,9,17,6,16,19,6,24,27,13,27,20,21,12,13,14,29,14,21,25,5,8,20,22,17,19,8,8,5,13,15,13,8,29,24,28,16,6,16,13,12,18,2","13,29,22,16,8,9,17,6,16,19,6,24,27,13,27,20,21,12,13,14,29,14,21,25,5,8,20,22,17,19,8,8,5,13,15,13,8,29,24,28,16,6,16,13,12,18,2",1589
"20,25,27,24,21,6,26,5,6,25,19,6,14,5,13,10,20,20,18,15,20,29,22,21,19,7,7,26,24,5,7,4,23,26,17,26,23,9,6,11,22,22,25,23,5,22,26,20,11,16,2","20,25,27,24,21,6,26,5,6,25,19,6,14,5,13,10,20,20,18,15,20,29,22,21,19,7,7,26,24,5,7,4,23,26,17,26,23,9,6,11,22,22,25,23,5,22,26,20,11,16,2",1590
"26,14,29,29,21,10,7,18,11,5,16,7,16,26,25,6,6,29,27,23,18,10,26,18,2","26,14,29,29,21,10,7,18,11,5,16,7,16,26,25,6,6,29,27,23,18,10,26,18,2",1591
"20,11,17,8,2","20,11,17,8,2",1592
"28,12,14,27,2","28,12,14,27,2",1593
"8,6,22,4,29,12,6,25,4,12,17,26,7,17,18,6,9,11,21,6,28,7,28,23,4,27,28,29,24,14,19,4,25,26,11,29,2","8,6,22,4,29,12,6,25,4,12,17,26,7,17,18,6,9,11,21,6,28,7,28,23,4,27,28,29,24,14,19,4,25,26,11,29,2",1594
"9,17,28,19,22,28,7,20,8,15,13,28,12,21,19,7,23,10,28,22,23,2","9,17,28,19,22,28,7,20,8,15,13,28,12,21,19,7,23,10,28,22,23,2",1595
"18,16,14,11,25,9,15,12,20,6,26,18,23,25,10,5,19,26,28,20,9,20,29,23,12,29,27,17,13,16,21,22,13,5,29,13,8,11,19,9,2","18,16,14,11,25,9,15,12,20,6,26,18,23,25,10,5,19,26,28,20,9,20,29,23,12,29,27,17,13,16,21,22,13,5,29,13,8,11,19,9,2",1598
"16,11,25,23,22,21,6,25,18,8,5,24,21,20,27,22,23,9,7,5,22,8,23,16,28,12,18,23,8,9,11,11,11,6,20,20,21,5,23,11,2","16,11,25,23,22,21,6,25,18,8,5,24,21,20,27,22,23,9,7,5,22,8,23,16,28,12,18,23,8,9,11,11,11,6,20,20,21,5,23,11,2",1599
"18,18,22,16,10,15,25,12,18,12,5,13,10,28,19,22,17,19,18,9,9,19,23,14,17,24,19,5,2","18,18,22,16,10,15,25,12,18,12,5,13,10,28,19,22,17,19,18,9,9,19,23,14,17,24,19,5,2",1600
"15,15,16,12,5,13,5,5,9,29,27,10,8,23,26,21,29,16,6,8,10,2","15,15,16,12,5,13,5,5,9,29,27,10,8,23,26,21,29,16,6,8,10,2",1602
"19,12,16,24,26,16,29,27,19,11,25,17,16,22,29,17,24,13,25,6,9,19,19,10,23,17,8,14,24,24,21,2","19,12,16,24,26,16,29,27,19,11,25,17,16,22,29,17,24,13,25,6,9,19,19,10,23,17,8,14,24,24,21,2",1603
"25,17,5,25,9,19,25,20,16,7,24,23,25,25,29,29,22,29,7,9,20,20,5,24,23,5,29,12,27,11,24,5,7,26,26,26,12,2","25,17,5,25,9,19,25,20,16,7,24,23,25,25,29,29,22,29,7,9,20,20,5,24,23,5,29,12,27,11,24,5,7,26,26,26,12,2",1604
"13,17,22,11,21,17,14,18,16,21,18,11,16,28,21,17,2","13,17,22,11,21,17,14,18,16,21,18,11,16,28,21,17,2",1605
"10,17,12,6,8,15,29,28,10,25,28,21,17,9,19,23,7,29,8,21,23,21,29,5,4,22,13,8,14,12,23,11,15,2","10,17,12,6,8,15,29,28,10,25,28,21,17,9,19,23,7,29,8,21,23,21,29,5,4,22,13,8,14,12,23,11,15,2",1606
"16,17,18,15,12,23,21,16,19,18,10,23,27,2","16,17,18,15,12,23,21,16,19,18,10,23,27,2",1607
"11,28,27,16,22,2","11,28,27,16,22,2",1608
"23,5,28,5,25,21,12,13,11,9,23,10,18,10,10,14,8,25,25,9,26,7,24,25,23,25,20,22,23,9,14,11,9,26,7,26,28,28,28,9,2","23,5,28,5,25,21,12,13,11,9,23,10,18,10,10,14,8,25,25,9,26,7,24,25,23,25,20,22,23,9,14,11,9,26,7,26,28,28,28,9,2",1610
"24,4,7,25,10,9,15,2","24,4,7,25,10,9,15,2",1611
"9,11,14,22,25,19,13,18,18,12,6,25,19,29,18,12,5,11,28,10,2","9,11,14,22,25,19,13,18,18,12,6,25,19,29,18,12,5,11,28,10,2",1612
"27,23,15,9,14,24,17,24,17,19,25,14,13,20,5,10,19,16,4,15,12,28,5,4,23,11,2","27,23,15,9,14,24,17,24,17,19,25,14,13,20,5,10,19,16,4,15,12,28,5,4,23,11,2",1613
"16,26,6,5,8,4,23,28,27,4,11,7,19,11,18,5,28,25,23,18,15,14,25,19,28,2","16,26,6,5,8,4,23,28,27,4,11,7,19,11,18,5,28,25,23,18,15,14,25,19,28,2",1616
"25,26,15,8,21,21,22,24,22,17,20,10,13,9,7,25,17,16,19,19,18,8,14,23,19,4,26,11,19,25,13,10,4,14,10,13,21,29,12,14,21,6,18,17,2","25,26,15,8,21,21,22,24,22,17,20,10,13,9,7,25,17,16,19,19,18,8,14,23,19,4,26,11,19,25,13,10,4,14,10,13,21,29,12,14,21,6,18,17,2",1617
"22,7,22,22,21,18,9,10,19,10,23,13,25,10,29,10,11,28,13,20,14,5,29,21,25,13,2","22,7,22,22,21,18,9,10,19,10,23,13,25,10,29,10,11,28,13,20,14,5,29,21,25,13,2",1618
"15,7,7,19,13,17,25,12,4,23,2","15,7,7,19,13,17,25,12,4,23,2",1619
"20,28,26,26,27,12,23,19,7,13,17,27,13,29,8,16,10,12,10,8,14,24,20,23,4,13,11,18,12,28,6,28,27,6,5,15,23,28,22,19,17,2","20,28,26,26,27,12,23,19,7,13,17,27,13,29,8,16,10,12,10,8,14,24,20,23,4,13,11,18,12,28,6,28,27,6,5,15,23,28,22,19,17,2",1621
"10,27,29,23,5,18,22,27,4,29,27,13,25,21,11,12,19,25,24,19,26,26,5,7,2","10,27,29,23,5,18,22,27,4,29,27,13,25,21,11,12,19,25,24,19,26,26,5,7,2",1622
"21,25,24,6,29,13,26,25,6,25,29,24,13,26,15,20,28,17,7,17,4,25,15,10,29,23,26,25,10,12,26,12,27,22,25,17,26,12,22,2","21,25,24,6,29,13,26,25,6,25,29,24,13,26,15,20,28,17,7,17,4,25,15,10,29,23,26,25,10,12,26,12,27,22,25,17,26,12,22,2",1623
"12,5,8,11,6,15,13,15,25,17,24,19,18,9,12,6,21,5,23,4,10,14,16,16,15,29,10,14,23,26,26,2","12,5,8,11,6,15,13,15,25,17,24,19,18,9,12,6,21,5,23,4,10,14,16,16,15,29,10,14,23,26,26,2",1624
"23,29,24,27,12,18,28,10,16,24,28,19,5,17,19,28,25,5,11,5,25,9,22,22,15,26,8,20,28,4,6,6,5,12,28,4,16,27,17,2","23,29,24,27,12,18,28,10,16,24,28,19,5,17,19,28,25,5,11,5,25,9,22,22,15,26,8,20,28,4,6,6,5,12,28,4,16,27,17,2",1625
"6,29,8,14,11,22,9,15,7,6,14,6,20,9,10,19,11,17,25,7,14,24,9,6,8,8,7,20,18,10,2","6,29,8,14,11,22,9,15,7,6,14,6,20,9,10,19,11,17,25,7,14,24,9,6,8,8,7,20,18,10,2",1626
"15,25,9,22,15,26,26,4,23,8,5,29,26,16,18,4,8,4,7,13,14,4,18,16,19,27,12,8,27,28,11,25,2","15,25,9,22,15,26,26,4,23,8,5,29,26,16,18,4,8,4,7,13,14,4,18,16,19,27,12,8,27,28,11,25,2",1627
"8,15,19,26,28,6,25,22,7,4,21,23,17,19,24,17,10,12,7,26,14,12,27,4,13,22,25,5,6,17,14,10,2","8,15,19,26,28,6,25,22,7,4,21,23,17,19,24,17,10,12,7,26,14,12,27,4,13,22,25,5,6,17,14,10,2",1628
"27,24,25,27,15,9,25,19,4,17,15,2","27,24,25,27,15,9,25,19,4,17,15,2",1629
"18,15,15,26,12,12,23,13,27,23,5,14,13,8,12,20,22,9,22,15,8,12,8,28,18,21,14,12,29,14,17,14,18,27,24,28,8,17,19,6,2","18,15,15,26,12,12,23,13,27,23,5,14,13,8,12,20,22,9,22,15,8,12,8,28,18,21,14,12,29,14,17,14,18,27,24,28,8,17,19,6,2",1630
"27,10,14,28,6,13,26,17,17,24,17,5,5,6,8,13,18,22,28,18,18,20,18,28,6,7,7,20,27,16,28,21,27,5,22,21,9,25,14,18,8,20,10,5,2","27,10,14,28,6,13,26,17,17,24,17,5,5,6,8,13,18,22,28,18,18,20,18,28,6,7,7,20,27,16,28,21,27,5,22,21,9,25,14,18,8,20,10,5,2",1632
"21,17,17,14,11,17,11,12,13,23,29,10,13,8,5,29,26,20,13,9,10,15,25,19,17,26,6,6,26,4,6,24,21,10,15,11,17,23,14,24,2","21,17,17,14,11,17,11,12,13,23,29,10,13,8,5,29,26,20,13,9,10,15,25,19,17,26,6,6,26,4,6,24,21,10,15,11,17,23,14,24,2",1633
"17,18,27,27,17,21,23,15,25,26,27,8,22,2","17,18,27,27,17,21,23,15,25,26,27,8,22,2",1634
"14,19,5,13,15,6,17,17,25,18,24,11,27,23,7,29,6,26,4,26,7,12,12,15,12,25,27,2","14,19,5,13,15,6,17,17,25,18,24,11,27,23,7,29,6,26,4,26,7,12,12,15,12,25,27,2",1635
"5,27,20,15,27,21,8,20,21,9,4,2","5,27,20,15,27,21,8,20,21,9,4,2",1636
"7,17,18,16,18,9,18,10,13,25,12,23,7,4,9,18,9,9,26,10,6,20,27,17,23,24,11,21,18,29,8,29,2","7,17,18,16,18,9,18,10,13,25,12,23,7,4,9,18,9,9,26,10,6,20,27,17,23,24,11,21,18,29,8,29,2",1638
"12,16,6,19,12,23,26,4,11,24,15,18,9,12,10,13,26,2","12,16,6,19,12,23,26,4,11,24,15,18,9,12,10,13,26,2",1639
"26,9,28,20,4,21,18,11,9,13,25,21,12,20,5,18,21,29,4,6,23,5,11,12,28,24,9,5,4,6,14,2","26,9,28,20,4,21,18,11,9,13,25,21,12,20,5,18,21,29,4,6,23,5,11,12,28,24,9,5,4,6,14,2",1640
"19,11,6,28,9,16,19,9,10,8,28,21,7,20,12,12,13,4,28,20,17,14,11,27,25,9,15,23,27,16,18,29,21,23,26,12,23,7,9,29,5,20,2","19,11,6,28,9,16,19,9,10,8,28,21,7,20,12,12,13,4,28,20,17,14,11,27,25,9,15,23,27,16,18,29,21,23,26,12,23,7,9,29,5,20,2",1641
"18,18,7,13,15,23,25,15,12,15,7,26,12,18,8,12,13,17,13,23,9,19,22,22,4,13,9,15,8,11,17,2","18,18,7,13,15,23,25,15,12,15,7,26,12,18,8,12,13,17,13,23,9,19,22,22,4,13,9,15,8,11,17,2",1642
"22,26,10,19,26,5,16,6,8,28,26,22,19,5,26,25,27,6,22,14,16,22,15,13,28,10,12,9,19,26,21,6,8,5,10,2","22,26,10,19,26,5,16,6,8,28,26,22,19,5,26,25,27,6,22,14,16,22,15,13,28,10,12,9,19,26,21,6,8,5,10,2",1643
"4,12,20,23,6,4,21,13,15,10,25,7,11,22,12,5,13,7,5,29,8,21,2","4,12,20,23,6,4,21,13,15,10,25,7,11,22,12,5,13,7,5,29,8,21,2",1644
"22,20,5,12,10,4,8,10,23,9,23,29,9,29,12,13,17,20,16,20,11,17,29,10,6,13,2","22,20,5,12,10,4,8,10,23,9,23,29,9,29,12,13,17,20,16,20,11,17,29,10,6,13,2",1645
"6,4,23,27,17,15,11,16,13,6,19,11,2","6,4,23,27,17,15,11,16,13,6,19,11,2",1646
"9,11,4,15,29,15,16,14,25,5,15,5,23,11,16,13,9,21,15,7,15,6,24,13,28,16,25,25,15,9,2","9,11,4,15,29,15,16,14,25,5,15,5,23,11,16,13,9,21,15,7,15,6,24,13,28,16,25,25,15,9,2",1647
"9,14,12,27,17,15,21,29,14,29,29,14,23,11,16,24,11,18,27,7,27,7,2","9,14,12,27,17,15,21,29,14,29,29,14,23,11,16,24,11,18,27,7,27,7,2",1648
"5,11,11,21,12,8,24,21,6,29,8,25,11,21,23,28,28,4,16,10,12,9,25,18,18,23,29,9,12,2","5,11,11,21,12,8,24,21,6,29,8,25,11,21,23,28,28,4,16,10,12,9,25,18,18,23,29,9,12,2",1649
"10,15,17,16,2","10,15,17,16,2",1651
"28,10,18,10,24,10,7,9,16,24,6,9,6,27,15,11,19,12,18,10,8,26,20,2","28,10,18,10,24,10,7,9,16,24,6,9,6,27,15,11,19,12,18,10,8,26,20,2",1652
"4,18,24,19,11,5,24,13,27,12,12,12,6,20,10,5,7,2","4,18,24,19,11,5,24,13,27,12,12,12,6,20,10,5,7,2",1653
"14,9,17,23,10,25,24,8,29,8,10,4,14,19,25,24,29,13,21,14,5,8,26,9,14,15,23,17,10,15,5,16,12,29,29,19,17,18,19,23,2","14,9,17,23,10,25,24,8,29,8,10,4,14,19,25,24,29,13,21,14,5,8,26,9,14,15,23,17,10,15,5,16,12,29,29,19,17,18,19,23,2",1654
"28,8,11,10,25,5,18,8,25,13,7,25,6,22,23,24,13,22,23,27,9,24,28,8,18,2","28,8,11,10,25,5,18,8,25,13,7,25,6,22,23,24,13,22,23,27,9,24,28,8,18,2",1655
"19,25,6,19,19,19,25,25,18,29,23,29,27,17,15,2","19,25,6,19,19,19,25,25,18,29,23,29,27,17,15,2",1656
"28,9,4,16,16,14,13,19,16,29,11,9,24,29,13,19,5,14,5,5,16,6,12,17,13,13,25,29,25,28,16,16,27,28,26,11,21,29,26,13,23,11,11,13,4,6,20,27,11,2","28,9,4,16,16,14,13,19,16,29,11,9,24,29,13,19,5,14,5,5,16,6,12,17,13,13,25,29,25,28,16,16,27,28,26,11,21,29,26,13,23,11,11,13,4,6,20,27,11,2",1657
"9,16,10,11,14,4,22,27,28,26,12,15,25,4,22,20,5,17,24,23,22,28,21,22,11,4,12,7,16,6,4,28,16,22,12,23,26,17,4,5,21,2","9,16,10,11,14,4,22,27,28,26,12,15,25,4,22,20,5,17,24,23,22,28,21,22,11,4,12,7,16,6,4,28,16,22,12,23,26,17,4,5,21,2",1658
"16,4,14,20,7,28,2","16,4,14,20,7,28,2",1659
"27,26,23,23,18,26,17,25,9,12,5,6,10,28,8,22,5,25,6,2","27,26,23,23,18,26,17,25,9,12,5,6,10,28,8,22,5,25,6,2",1660
"22,13,18,24,6,6,24,5,15,16,27,9,29,15,28,28,24,11,24,17,25,23,19,10,5,22,28,17,15,8,7,7,21,23,15,21,24,16,5,18,2","22,13,18,24,6,6,24,5,15,16,27,9,29,15,28,28,24,11,24,17,25,23,19,10,5,22,28,17,15,8,7,7,21,23,15,21,24,16,5,18,2",1661
